delivery_time,address_clarity,address_length,contact_valid,payment_method,order_value,area_density,accessibility,weather_condition,traffic_level,delivery_failure
evening,clear,11,1,prepaid,high,high,easy,normal,medium,0
morning,unclear,42,0,prepaid,medium,high,difficult,extreme,high,1
evening,clear,86,1,COD,low,high,difficult,extreme,high,1
morning,unclear,39,1,COD,high,high,difficult,extreme,high,1
afternoon,unclear,42,0,COD,high,medium,difficult,extreme,low,1
evening,unclear,86,1,prepaid,high,low,difficult,normal,high,1
evening,unclear,35,1,COD,low,medium,easy,rain,low,0
afternoon,clear,31,0,COD,low,high,easy,rain,low,0
afternoon,unclear,75,0,prepaid,high,low,easy,extreme,medium,1
evening,clear,47,1,prepaid,low,low,difficult,normal,high,1
evening,clear,99,0,prepaid,high,low,difficult,extreme,low,1
evening,clear,55,0,prepaid,low,medium,difficult,extreme,low,0
evening,unclear,24,1,COD,high,high,difficult,extreme,medium,1
morning,unclear,53,1,COD,high,medium,difficult,rain,medium,0
morning,clear,58,1,prepaid,low,low,easy,normal,high,0
afternoon,clear,84,1,COD,medium,medium,easy,normal,high,0
afternoon,unclear,70,0,COD,low,medium,easy,normal,low,0
evening,unclear,76,1,prepaid,low,high,easy,rain,high,1
morning,clear,15,1,COD,low,high,difficult,extreme,low,0
afternoon,clear,18,1,COD,high,medium,easy,rain,medium,0
evening,clear,15,1,prepaid,high,high,easy,extreme,medium,1
afternoon,unclear,82,0,prepaid,medium,medium,difficult,rain,low,1
afternoon,clear,41,1,prepaid,high,high,easy,rain,low,0
morning,unclear,50,1,prepaid,low,high,easy,rain,low,0
evening,unclear,85,0,COD,low,high,difficult,normal,low,0
afternoon,unclear,17,0,COD,medium,medium,easy,rain,high,0
afternoon,clear,81,0,COD,high,high,easy,extreme,low,1
morning,clear,59,1,COD,high,low,difficult,normal,medium,0
evening,unclear,71,1,COD,low,high,difficult,normal,high,1
afternoon,unclear,93,0,COD,high,medium,easy,normal,medium,1
morning,clear,71,1,prepaid,medium,high,easy,rain,low,0
morning,unclear,16,1,COD,low,medium,difficult,extreme,high,1
morning,clear,84,0,COD,high,high,difficult,extreme,high,1
morning,clear,93,1,prepaid,low,low,difficult,extreme,medium,0
evening,unclear,89,0,prepaid,low,low,easy,normal,high,1
evening,unclear,13,1,COD,medium,high,difficult,extreme,low,1
evening,unclear,15,1,COD,medium,medium,easy,rain,medium,1
afternoon,clear,67,0,prepaid,low,medium,easy,normal,high,0
morning,clear,31,1,prepaid,high,high,easy,rain,high,0
afternoon,clear,35,1,prepaid,low,low,difficult,rain,high,1
morning,clear,12,0,COD,medium,low,difficult,rain,high,0
evening,unclear,50,0,prepaid,high,low,difficult,extreme,low,1
morning,clear,69,1,COD,high,low,easy,extreme,high,1
evening,unclear,23,1,COD,medium,low,difficult,extreme,high,1
evening,clear,84,0,prepaid,medium,medium,difficult,normal,high,1
morning,unclear,91,0,COD,high,medium,difficult,rain,medium,1
evening,clear,21,0,prepaid,medium,medium,easy,extreme,low,0
evening,unclear,96,1,prepaid,medium,low,easy,extreme,high,0
evening,unclear,21,0,COD,medium,low,easy,rain,high,1
evening,unclear,22,0,prepaid,high,high,easy,rain,low,1
morning,unclear,34,1,prepaid,high,low,difficult,extreme,medium,1
morning,clear,54,0,prepaid,high,high,difficult,rain,medium,1
evening,unclear,28,1,prepaid,low,high,difficult,extreme,medium,1
morning,clear,64,1,prepaid,low,high,easy,rain,medium,0
morning,unclear,54,0,prepaid,high,medium,easy,rain,medium,1
evening,clear,17,1,COD,high,high,difficult,extreme,high,1
afternoon,clear,62,0,COD,high,low,difficult,rain,medium,1
evening,unclear,64,1,prepaid,high,medium,easy,extreme,medium,0
evening,unclear,41,1,COD,low,high,difficult,extreme,high,1
evening,clear,60,0,prepaid,high,medium,easy,normal,low,0
evening,unclear,53,0,prepaid,low,high,difficult,normal,medium,1
afternoon,unclear,91,1,COD,medium,medium,easy,normal,low,0
afternoon,clear,79,1,prepaid,high,low,easy,normal,medium,0
afternoon,clear,27,0,prepaid,low,low,easy,rain,low,1
afternoon,clear,92,1,prepaid,high,low,easy,extreme,high,0
evening,clear,31,0,prepaid,low,medium,difficult,normal,low,0
evening,unclear,46,1,COD,low,medium,difficult,rain,low,0
evening,unclear,65,1,prepaid,medium,medium,easy,normal,medium,0
evening,unclear,68,1,prepaid,high,low,difficult,rain,medium,0
evening,unclear,12,0,COD,medium,low,easy,normal,high,1
afternoon,clear,37,0,COD,low,high,easy,rain,medium,0
evening,clear,83,0,COD,low,low,easy,rain,medium,1
morning,unclear,44,1,prepaid,low,low,easy,extreme,high,1
evening,clear,70,0,prepaid,medium,medium,difficult,rain,high,1
evening,unclear,63,0,prepaid,high,high,difficult,rain,high,1
evening,unclear,72,1,COD,high,high,easy,rain,high,0
evening,clear,88,1,prepaid,low,high,easy,normal,high,0
morning,clear,16,0,COD,low,high,easy,extreme,low,1
evening,clear,85,0,prepaid,high,high,easy,extreme,low,1
afternoon,clear,58,0,prepaid,medium,high,easy,rain,medium,0
morning,unclear,94,0,COD,medium,medium,difficult,rain,medium,1
afternoon,unclear,40,1,COD,medium,high,easy,rain,low,0
evening,unclear,67,1,COD,high,high,difficult,normal,high,0
evening,unclear,70,0,prepaid,low,high,difficult,extreme,low,1
evening,clear,33,0,COD,medium,high,easy,normal,high,0
evening,clear,29,1,COD,low,low,difficult,rain,high,0
morning,unclear,46,0,COD,low,high,difficult,extreme,medium,1
morning,clear,13,1,prepaid,medium,medium,easy,rain,high,0
evening,unclear,29,0,COD,medium,medium,easy,normal,high,1
afternoon,unclear,69,0,COD,medium,low,difficult,normal,low,1
afternoon,clear,33,0,COD,medium,high,difficult,extreme,medium,1
morning,unclear,59,1,COD,high,low,easy,normal,low,1
evening,clear,58,0,prepaid,medium,low,easy,extreme,low,1
morning,unclear,60,1,prepaid,high,low,difficult,rain,high,1
evening,unclear,45,1,COD,low,low,difficult,normal,low,1
afternoon,unclear,75,0,prepaid,high,high,difficult,normal,medium,1
morning,clear,88,0,COD,low,low,easy,extreme,high,1
evening,clear,43,0,prepaid,low,medium,difficult,extreme,high,1
morning,clear,45,0,prepaid,medium,high,easy,extreme,high,1
evening,clear,15,0,prepaid,low,low,easy,extreme,low,1
morning,clear,48,1,prepaid,medium,low,easy,normal,low,0
evening,clear,51,0,COD,medium,medium,easy,normal,low,1
evening,clear,67,1,COD,high,medium,difficult,normal,low,0
evening,clear,21,0,prepaid,high,high,difficult,rain,medium,1
morning,clear,12,1,prepaid,high,high,easy,rain,low,0
afternoon,clear,27,1,COD,medium,high,difficult,normal,low,0
afternoon,clear,49,0,COD,high,medium,difficult,extreme,medium,1
morning,clear,30,0,prepaid,low,low,difficult,normal,low,1
afternoon,clear,24,0,prepaid,low,medium,difficult,extreme,medium,1
afternoon,unclear,35,0,COD,low,medium,easy,extreme,low,1
afternoon,clear,17,1,COD,medium,low,easy,rain,low,0
afternoon,clear,96,0,COD,medium,low,easy,rain,medium,0
morning,unclear,51,0,COD,low,medium,easy,rain,medium,1
morning,clear,53,0,prepaid,low,high,easy,normal,low,0
afternoon,unclear,23,1,prepaid,medium,medium,easy,rain,medium,0
afternoon,unclear,87,1,prepaid,low,high,difficult,rain,low,1
afternoon,unclear,11,1,COD,low,high,easy,normal,high,1
morning,clear,46,1,COD,low,medium,difficult,rain,low,0
afternoon,clear,78,0,COD,high,low,difficult,rain,low,1
morning,clear,47,1,COD,medium,high,easy,extreme,low,0
morning,clear,50,0,prepaid,high,high,difficult,normal,low,0
afternoon,unclear,71,1,prepaid,medium,high,difficult,normal,low,0
morning,clear,69,1,COD,medium,low,difficult,rain,medium,0
evening,unclear,23,1,COD,low,high,easy,rain,low,0
morning,unclear,98,0,prepaid,medium,medium,difficult,rain,low,1
evening,clear,93,0,COD,high,medium,easy,normal,low,0
afternoon,unclear,11,1,COD,medium,medium,easy,normal,low,1
evening,unclear,79,1,COD,medium,high,easy,extreme,high,1
morning,clear,26,1,COD,medium,high,easy,rain,low,1
evening,clear,98,1,prepaid,medium,low,difficult,extreme,low,0
morning,unclear,37,1,COD,medium,medium,difficult,normal,medium,0
morning,clear,75,0,prepaid,medium,high,difficult,rain,high,1
morning,clear,44,1,prepaid,low,high,difficult,extreme,high,0
evening,unclear,14,0,COD,high,medium,easy,rain,high,1
morning,unclear,74,0,prepaid,high,high,easy,normal,medium,1
morning,clear,49,1,COD,high,high,easy,rain,high,0
evening,unclear,85,0,COD,low,medium,easy,extreme,high,1
evening,unclear,65,0,COD,high,medium,difficult,rain,high,1
morning,unclear,45,1,COD,high,medium,difficult,rain,low,1
morning,clear,54,1,COD,medium,medium,difficult,rain,high,1
morning,clear,32,1,COD,medium,low,difficult,normal,high,0
morning,unclear,56,1,COD,high,low,difficult,extreme,high,1
evening,unclear,40,1,COD,medium,high,difficult,normal,high,1
morning,unclear,20,0,prepaid,medium,high,difficult,extreme,high,1
afternoon,unclear,19,0,prepaid,high,medium,difficult,normal,medium,1
evening,unclear,76,0,prepaid,high,high,difficult,extreme,high,1
evening,unclear,23,1,COD,high,medium,difficult,normal,medium,1
afternoon,clear,89,0,prepaid,low,high,difficult,normal,medium,1
afternoon,clear,83,1,prepaid,high,low,easy,normal,high,0
morning,unclear,19,1,COD,high,high,difficult,normal,medium,1
morning,unclear,85,0,prepaid,low,low,easy,normal,medium,1
morning,clear,10,1,COD,low,low,difficult,normal,low,1
evening,unclear,14,0,prepaid,low,high,easy,rain,medium,1
morning,unclear,29,1,COD,low,medium,difficult,rain,medium,1
morning,clear,17,1,prepaid,high,high,easy,extreme,medium,1
evening,unclear,52,1,COD,medium,low,difficult,extreme,low,1
morning,unclear,85,0,COD,medium,medium,easy,normal,medium,1
afternoon,unclear,10,0,COD,medium,low,easy,rain,high,1
afternoon,unclear,66,0,prepaid,high,low,difficult,rain,high,1
afternoon,clear,73,1,prepaid,high,medium,difficult,extreme,low,1
evening,clear,93,0,COD,high,medium,difficult,normal,high,0
evening,clear,37,1,COD,low,medium,easy,rain,high,0
morning,unclear,46,0,prepaid,medium,high,difficult,extreme,high,1
evening,unclear,56,1,prepaid,high,high,difficult,rain,low,1
evening,unclear,85,0,prepaid,high,low,difficult,normal,low,1
afternoon,unclear,46,1,prepaid,medium,medium,difficult,normal,medium,0
afternoon,clear,58,0,prepaid,medium,medium,difficult,rain,medium,1
morning,unclear,53,1,prepaid,low,high,easy,rain,low,0
afternoon,unclear,65,1,prepaid,low,low,easy,rain,medium,0
morning,clear,37,1,prepaid,high,low,difficult,normal,low,1
evening,unclear,88,0,COD,low,high,easy,rain,low,0
afternoon,unclear,15,1,prepaid,medium,medium,easy,rain,high,1
morning,clear,70,0,COD,medium,low,easy,normal,medium,0
evening,unclear,29,1,COD,low,low,easy,normal,medium,0
afternoon,unclear,87,1,COD,low,high,easy,extreme,high,0
afternoon,unclear,11,0,prepaid,medium,high,difficult,rain,low,1
afternoon,clear,82,0,COD,low,high,easy,extreme,medium,1
afternoon,unclear,46,0,prepaid,medium,low,difficult,extreme,low,1
afternoon,clear,29,1,prepaid,high,high,difficult,normal,low,0
evening,clear,35,1,prepaid,medium,medium,easy,normal,high,0
afternoon,unclear,38,1,prepaid,high,medium,difficult,extreme,low,0
morning,clear,10,0,COD,low,low,difficult,rain,high,1
evening,unclear,44,0,prepaid,medium,medium,easy,normal,high,1
evening,clear,79,1,COD,low,high,difficult,extreme,low,0
afternoon,unclear,68,0,COD,low,low,difficult,normal,low,1
evening,clear,78,0,prepaid,high,high,difficult,extreme,high,1
morning,unclear,42,0,prepaid,low,medium,easy,normal,high,0
evening,clear,60,0,prepaid,medium,medium,difficult,extreme,low,1
afternoon,clear,87,1,prepaid,medium,low,difficult,rain,medium,0
evening,clear,21,1,COD,medium,low,easy,rain,high,0
morning,clear,29,1,COD,high,low,easy,normal,high,0
evening,unclear,62,1,prepaid,high,low,easy,extreme,high,1
afternoon,unclear,97,0,prepaid,low,medium,difficult,extreme,low,1
morning,clear,52,0,prepaid,high,medium,easy,rain,low,0
evening,clear,98,1,COD,high,high,easy,extreme,low,1
morning,unclear,59,0,prepaid,low,low,easy,normal,high,0
morning,clear,38,0,COD,low,high,easy,normal,low,1
morning,clear,66,0,prepaid,medium,medium,difficult,normal,low,0
evening,unclear,48,1,COD,low,low,easy,rain,low,1
morning,unclear,65,0,COD,high,medium,difficult,extreme,low,1
morning,clear,52,1,prepaid,medium,low,easy,normal,medium,0
evening,unclear,59,0,COD,low,high,easy,rain,medium,0
morning,unclear,32,1,prepaid,high,low,difficult,rain,low,1
evening,clear,53,1,prepaid,high,medium,difficult,rain,low,1
